Type of Repo,Repo Name,Repo GiniIndex,File GiniIndex,Class GiniIndex,Method GiniIndex,File GiniIndex Info,File GiniIndex Error,File GiniIndex Warning,File GiniIndex Debug,File GiniIndex Trace,File GiniIndex Fatal,Class GiniIndex Info,Class GiniIndex Error,Class GiniIndex Warning,Class GiniIndex Debug,Class GiniIndex Trace,Class GiniIndex Fatal,Method GiniIndex Info,Method GiniIndex Error,Method GiniIndex Warning,Method GiniIndex Debug,Method GiniIndex Trace,Method GiniIndex Fatal
NonDataScience,joke-dataset,0.693333333,0.148448897,,0.144927539,0.111111111,0.333333323,,,,,,,,,,,,,,,,
NonDataScience,climber,0.624999975,0.786859639,0.808968955,0.819162087,0.807271738,,,,0.98587574,,0.842917687,,,,0.991525422,,0.854542889,,,,,
NonDataScience,wolfe,0.685714317,0.395619444,,0.360360356,0.509803936,0.666666667,,,0.666666647,,,,,,,,0.541666651,0.666666667,,,0.666666647,
NonDataScience,connexion,0.716666638,0.936631093,0.841928708,0.822641445,0.78691358,,0.988888865,,0.988888865,,0.985024098,,0.988888865,,,,0.968834683,,0.988888853,,0.988888865,
NonDataScience,ljd,0.65454544,0.848643846,0.895238148,0.887890114,0.818181774,,,,,,0.936507895,,,,,,0.833333318,,,,,
NonDataScience,mplayer.py,0.685714297,0.810174773,0.767857143,0.793918922,0.767857143,,,,,,0.875,,,,,,0.75,,,,,
NonDataScience,django-schedule,0.786666667,0.899341618,0.917894748,0.919786113,0.915862095,0.960000021,,,,,0.919999996,,,,,,0.915862095,,,,,
NonDataScience,girder,0.519403,0.916001463,0.903450804,0.859301375,0.877403835,0.993589731,,,0.978205073,,0.934879019,0.993589731,,,0.993589731,,0.914053582,0.993589731,,,0.980769208,
NonDataScience,Flask-PageDown,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,sugardough,0.72,0.871218715,0.861538446,0.869565273,0.861538446,,,,,,,,,,,,0.846153815,,,,,
NonDataScience,sublime-autoprefixer,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,simpleauth,0.548148138,0.882079005,0.716136557,0.744642955,0.800000014,0.749999989,,0.811111133,,,0.730769258,0.8333333,,0.811111133,,,0.714814802,0.749999989,,0.811111133,,
NonDataScience,scrapybook,0.572222237,0.846340234,0.820457723,0.785168796,0.87450981,0.966666616,,,0.899999987,,0.898290631,0.966666616,,,0.899999987,,0.923728799,0.966666616,,,0.899999987,
NonDataScience,svn-extractor,0.704761937,,,,,,,,,,,,,,,,,,,,,
NonDataScience,dewarp,0.800000021,0,,0,0,,,,,,,,,,,,,,,,,
NonDataScience,greedyFeatureSelection,0.799999968,0,0,0,0,,,,,,0,,,,,,0,,,,,
NonDataScience,py-gaugette,0.786206871,0.856317891,0.969251254,0.935189957,0.853448241,,,,,,0.946969703,,,,,,0.977272698,,,,,
NonDataScience,python-feedgen,0.64,0.955695692,0.961538426,0.959171534,0.930769214,,,,,,0.961538426,,,,,,0.923076889,,,,,
NonDataScience,plugin.video.netflix,0.776470566,0.898515149,0.875506148,0.883855467,0.890092895,,,,,,0.883458658,,,,,,0.881578982,,,,,
NonDataScience,krill,0.799999988,0.5,0.5,0.5,0.5,,,,,,0.5,,,,,,0.5,,,,,
NonDataScience,An-Introduction-to-Interactive-Programming-in-Python,0.800000036,0.744492014,0.857142867,0.717543069,0.736842133,0.857142819,,,,,0.857142819,,,,,,0.746031756,0.857142819,,,,
NonDataScience,hackersh,0.533333333,0.89001718,0.914285663,0.905454881,0.861224477,0.971428566,,,,,0.90476188,,,,,,0.892307674,0.971428566,,,,
NonDataScience,ensime-vim,0.676923102,0.796226557,0.845394744,0.791113289,0.858299579,,,,,,0.889952158,,,,,,0.879256981,,,,,
NonDataScience,h,0.714285726,0.981502143,0.950264239,0.944931814,0.92502174,,,,,,0.991210263,,,,,,0.982524607,,,,,
NonDataScience,johnny-cache,0.773333333,0.87984252,0.887351784,0.896755935,0.933566476,,0.954545426,,,,0.954545426,,,,,,0.940909063,,,,,
NonDataScience,discover-flask,0.799999988,0.944444413,,0.944444437,0.944444437,,,,,,,,,,,,0.944444437,,,,,
NonDataScience,PyV8-OS-X,0.533333333,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,,
NonDataScience,redis-collectd-plugin,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,owtf,0.542574271,0.835690464,0.923788758,0.88798063,0.874198263,0.946876359,0.981215481,0.965978466,0.988950238,,0.935338609,0.976393772,0.99005526,0.981215481,0.9944751,,0.8834517,0.958563499,0.983425388,0.974049871,0.9944751,
NonDataScience,creepy,0.733333353,0.882168851,0.837962957,0.878696054,0.827160469,,,,,,0.888888882,,,,,,0.888888882,,,,,
NonDataScience,dionaea,0.514695348,0.815094129,0.824152961,0.717585326,0.739726004,,,,0.943248539,,0.893540102,,,,0.943248539,,0.856640538,,,,0.948630144,
NonDataScience,pylxd,0.670270262,0.899688167,0.94617196,0.883900892,0.905405394,,,,,,0.938490617,,,,,,0.959487215,,,,,
NonDataScience,PrettyPandas,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,Web2Executable,0.514285699,0.67665008,0.859080301,0.823053687,0.601889334,0.923076918,,,0.769230765,,0.85538464,0.923076918,,,,,0.685618747,0.923076918,,,0.807692278,
NonDataScience,hlsclient,0.702439041,0.680885306,0.912000055,0.685199243,0.650000015,,0.906666687,0.872727277,,,0.920000021,,0.940000021,0.925714282,,,0.698181822,,0.91000002,0.872727277,,
NonDataScience,simple-captcha-solver,0.799999988,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,
NonDataScience,yowsup,0.554216855,0.967257205,0.924087188,0.94067038,0.942193216,,,,0.996062996,,0.992681364,,,,0.996062996,,0.991378449,,,,0.996062996,
NonDataScience,byterun,0.599999976,0.872005824,0.806666667,0.890809642,0.827272709,,,,,,0.849999987,,,,,,0.799999988,,,,,
NonDataScience,django-telegram-bot,0.52,0.83183009,0.913043442,0.873231103,0.834821429,,,,0.90625,,,,,,0.9375,,,,,,0.9375,
NonDataScience,watchtower,0.666666667,0.495512276,0.800000029,0.799999988,0.72,,,,,,0.800000029,,,,,,0.800000029,,,,,
NonDataScience,numer.ai,0.8,0.42416085,,0.66666664,0.304,,,,,,,,,,,,,,,,,
NonDataScience,sentence-space,0.796,0.650982171,0.823245661,0.687251916,0.726262637,,,,,,0.860975605,,,,,,0.723111111,,,,,
NonDataScience,sublime-text-2-ruby-tests,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,cleverbot.py,0.72,0.625563877,,0.64,0.64999999,,,,0.599999991,,,,,,,,0.799999968,,,,,
NonDataScience,rm-protection,0.66666664,0.69023325,,0.699999968,0.583333333,,,,,,,,,,,,,,,,,
NonDataScience,SublimeXdebug,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,sublime-rst-completion,0.599999991,0.916666691,0.916666639,0.916666639,0.916666639,,,,,,0.916666639,,,,,,0.916666639,,,,,
NonDataScience,rivescript-python,0.658461538,0.872394362,0.950316159,0.888175436,0.896144775,,,,,,0.953658514,,,,,,0.932131493,,,,,
NonDataScience,unhash,0.657142887,0.433713331,,0.42470481,0.377142857,0.685714297,,,,,,,,,,,0.553846174,0.799999988,,,,
NonDataScience,commandr,0.800000017,0.609404696,0.75,0.545081991,0.641304348,,,,,,0.75,,,,,,0.697368421,,,,,
NonDataScience,plecost,0.58,0.822422595,0.88194445,0.861563867,0.799342105,,,,0.9375,,0.9375,,,,,,0.8125,,,,0.9375,
NonDataScience,landsat_ingestor,0.600000018,0.445535046,0.941176447,0.478972156,0.441176462,0.941176467,0.911764702,0.941176467,,,,,,,,,0.585620937,0.941176467,0.911764702,0.941176467,,
NonDataScience,SwervinMervin,0.666666684,0.890932379,,0.952380935,0.857142819,,,,,,,,,,,,,,,,,
NonDataScience,xcode-tools,0.776,0.115807551,0.121359224,0.172268922,0,0,,0.078947368,,,,,,,,,0.051724138,0,,0.078947368,,
NonDataScience,sparta,0.793939425,0.694683025,0.698214497,0.81439019,0.700103646,0.911999986,,,,,0.741999971,0.920000021,,,,,0.758356145,0.920000021,,,,
NonDataScience,scour,0.622222239,0.76742054,0.873447181,0.843446613,0.791666667,,,,,,0.875,,,,,,0.763888889,,,,,
NonDataScience,sos,0.347826094,0.978215978,0.979875231,0.980042835,0.988587757,0.990029326,,,0.99706745,,0.994604536,0.99333514,,,0.997067414,,0.993563015,0.99333514,,,0.99706745,
NonDataScience,paredit,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,barf-project,0.591362119,0.768391484,0.892389663,0.874622845,0.750944826,0.977777754,,,0.966666616,,0.911893604,0.988888865,,,0.988888865,,0.863355414,0.977777754,,,0.966666616,
NonDataScience,blockchain,0.799999983,0,0,0,0,,,,,,0,,,,,,0,,,,,
NonDataScience,SWAPY,0.509090898,0.541228211,0.551282095,0.547485117,0.738095263,,,,0.749999978,,0.833333308,,,,0.833333333,,0.833333308,,,,0.749999978,
NonDataScience,imagy,0.768627465,0.672471919,0.792452805,0.722549467,0.815789484,0.802631573,0.795321619,0.842105297,,,0.789473656,0.842105297,0.828947362,0.947368414,,,0.757381218,0.802631573,0.802631573,0.868421046,,
NonDataScience,pual_bot,0.409756107,0.617816672,0.5829037,0.625963845,0.694117652,0.933333285,,,0.933333285,,0.849999956,,,,0.933333285,,0.759420306,0.933333285,,,0.933333285,
NonDataScience,quamash,0.666666684,0.656174776,0.850498319,0.666923018,0.612244898,0.857142819,,0.857142837,,,0.857142868,,,0.857142868,,,0.839285677,,,0.857142857,,
NonDataScience,subDomainsBrute,0.55172412,0.30265684,0.791666667,0.605242776,0.364130435,0.875,0.875,,0.6875,,0.791666667,,,,0.791666667,,0.392857143,,0.875,,0.791666667,
NonDataScience,aws-lambda-ddns-function,0.752688157,0.525373772,0.618729113,0.230557589,0.64516128,,,,,,0.917159763,,,,,,0.860139891,,,,,
NonDataScience,text-classification-cnn-rnn,0.760975627,0.567732267,0.857142819,0.544217695,0.599303129,,,,,,,,,,,,0.660714256,,,,,
NonDataScience,instacart-basket-prediction,0.68,0.536615941,0.796235272,0.605467105,0.652753625,,,,,,0.735483865,,,,,,0.729411778,,,,,
NonDataScience,zhusuan,0.780722874,0.744816636,0.968965533,0.787858341,0.70523475,,,,,,0.963054206,,,,,,0.754458977,,,,,
NonDataScience,yelp-python,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,PenTestScripts,0.723809502,0.431474685,0.916666689,0.63002758,0.600152926,0.77083331,,,,,0.916666639,,,,,,0.814583353,0.816666686,,,,
NonDataScience,django-push-notifications,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,PySPED,0.652685447,0.868601989,0.955603438,0.94297099,0.874296213,,,,,,0.962040529,,,,,,0.967691625,,,,,
NonDataScience,validators,,,,,,,,,,,,,,,,,,,,,,
NonDataScience,word2vecpy,0.609523837,,,,,,,,,,,,,,,,,,,,,
NonDataScience,schema,0.799999988,,,,,,,,,,,,,,,,,,,,,
NonDataScience,sublime-gbk,0.799999968,,,,,,,,,,,,,,,,,,,,,
NonDataScience,egressbuster,0.8,0,0,0,0,,,,,,0,,,,,,0,,,,,
NonDataScience,RsaCtfTool,0.578571438,0.667086773,0.911242576,0.663158255,0.746976306,0.923076889,,,,,0.91452988,,,,,,0.824786294,0.923076889,,,,
